label,family,device,precision,task,benchmark_class,n_sizes,n_front,eps_min,eps_inf,alpha,lambda_star,boot_lo,boot_hi,boot_se,R2,S_range,x_range,d_aicc,status
qwen1.5 | 1xA10 | float16 | ARC-Challenge,qwen/qwen1.5,1xA10,float16,ARC-Challenge,retired,6,6,0.48687,0.342261,0.3933,0.1966,0.1083,0.3478,0.0606,0.9953,0.629,3.347,-3.91,identified
llama | 1xA10 | float16 | MMLU-PRO,huggyllama/llama,1xA10,float16,MMLU-PRO,headroom,2,2,0.89419,,,,,,,,0.076,0.649,,excluded: front shorter than six points
llama | 1xA10 | float16 | MuSR,huggyllama/llama,1xA10,float16,MuSR,headroom,2,2,0.97189,,,,,,,,0.011,0.649,,excluded: front shorter than six points
llama | 1xA10 | float16 | Winogrande,huggyllama/llama,1xA10,float16,Winogrande,retired,2,2,0.4752,,,,,,,,0.184,0.649,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | ARC-Challenge,huggyllama/llama,1xT4,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | BBH,huggyllama/llama,1xT4,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | GPQA,huggyllama/llama,1xT4,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | GSM8K,huggyllama/llama,1xT4,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | HellaSwag,huggyllama/llama,1xT4,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | IFEval,huggyllama/llama,1xT4,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | MATH Lvl 5,huggyllama/llama,1xT4,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | MMLU,huggyllama/llama,1xT4,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | MMLU-PRO,huggyllama/llama,1xT4,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | MuSR,huggyllama/llama,1xT4,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | bfloat16 | Winogrande,huggyllama/llama,1xT4,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | float16 | ARC-Challenge,huggyllama/llama,1xT4,float16,ARC-Challenge,retired,2,2,0.5848,,,,,,,,0.112,0.273,,excluded: front shorter than six points
llama | 1xT4 | float16 | BBH,huggyllama/llama,1xT4,float16,BBH,headroom,2,2,0.83854,,,,,,,,0.103,0.273,,excluded: front shorter than six points
llama | 1xT4 | float16 | GPQA,huggyllama/llama,1xT4,float16,GPQA,headroom,2,2,0.99329,,,,,,,,0.003,0.273,,excluded: front shorter than six points
llama | 1xT4 | float16 | GSM8K,huggyllama/llama,1xT4,float16,GSM8K,retired,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | float16 | HellaSwag,huggyllama/llama,1xT4,float16,HellaSwag,retired,2,2,0.2544,,,,,,,,0.151,0.273,,excluded: front shorter than six points
llama | 1xT4 | float16 | IFEval,huggyllama/llama,1xT4,float16,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 1xT4 | float16 | MATH Lvl 5,huggyllama/llama,1xT4,float16,MATH Lvl 5,headroom,2,2,0.97961,,,,,,,,0.012,0.273,,excluded: front shorter than six points
llama | 1xT4 | float16 | MMLU,huggyllama/llama,1xT4,float16,MMLU,retired,2,2,0.69853,,,,,,,,0.205,0.273,,excluded: front shorter than six points
llama | 1xT4 | float16 | MMLU-PRO,huggyllama/llama,1xT4,float16,MMLU-PRO,headroom,2,2,0.89419,,,,,,,,0.076,0.273,,excluded: front shorter than six points
llama | 1xT4 | float16 | MuSR,huggyllama/llama,1xT4,float16,MuSR,headroom,2,2,0.97189,,,,,,,,0.011,0.273,,excluded: front shorter than six points
llama | 1xT4 | float16 | Winogrande,huggyllama/llama,1xT4,float16,Winogrande,retired,2,2,0.4752,,,,,,,,0.184,0.273,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | ARC-Challenge,huggyllama/llama,32vCPU-C7i,bfloat16,ARC-Challenge,retired,2,2,0.5848,,,,,,,,0.112,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | BBH,huggyllama/llama,32vCPU-C7i,bfloat16,BBH,headroom,2,2,0.83854,,,,,,,,0.103,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | GPQA,huggyllama/llama,32vCPU-C7i,bfloat16,GPQA,headroom,2,2,0.99329,,,,,,,,0.003,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | GSM8K,huggyllama/llama,32vCPU-C7i,bfloat16,GSM8K,retired,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | HellaSwag,huggyllama/llama,32vCPU-C7i,bfloat16,HellaSwag,retired,2,2,0.2544,,,,,,,,0.151,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | IFEval,huggyllama/llama,32vCPU-C7i,bfloat16,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | MATH Lvl 5,huggyllama/llama,32vCPU-C7i,bfloat16,MATH Lvl 5,headroom,2,2,0.97961,,,,,,,,0.012,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | MMLU,huggyllama/llama,32vCPU-C7i,bfloat16,MMLU,retired,2,2,0.69853,,,,,,,,0.205,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | MMLU-PRO,huggyllama/llama,32vCPU-C7i,bfloat16,MMLU-PRO,headroom,2,2,0.89419,,,,,,,,0.076,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | MuSR,huggyllama/llama,32vCPU-C7i,bfloat16,MuSR,headroom,2,2,0.97189,,,,,,,,0.011,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | bfloat16 | Winogrande,huggyllama/llama,32vCPU-C7i,bfloat16,Winogrande,retired,2,2,0.4752,,,,,,,,0.184,0.573,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | ARC-Challenge,huggyllama/llama,32vCPU-C7i,float16,ARC-Challenge,retired,2,2,0.5848,,,,,,,,0.112,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | BBH,huggyllama/llama,32vCPU-C7i,float16,BBH,headroom,2,2,0.83854,,,,,,,,0.103,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | GPQA,huggyllama/llama,32vCPU-C7i,float16,GPQA,headroom,2,2,0.99329,,,,,,,,0.003,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | GSM8K,huggyllama/llama,32vCPU-C7i,float16,GSM8K,retired,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | HellaSwag,huggyllama/llama,32vCPU-C7i,float16,HellaSwag,retired,2,2,0.2544,,,,,,,,0.151,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | IFEval,huggyllama/llama,32vCPU-C7i,float16,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | MATH Lvl 5,huggyllama/llama,32vCPU-C7i,float16,MATH Lvl 5,headroom,2,2,0.97961,,,,,,,,0.012,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | MMLU,huggyllama/llama,32vCPU-C7i,float16,MMLU,retired,2,2,0.69853,,,,,,,,0.205,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | MMLU-PRO,huggyllama/llama,32vCPU-C7i,float16,MMLU-PRO,headroom,2,2,0.89419,,,,,,,,0.076,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | MuSR,huggyllama/llama,32vCPU-C7i,float16,MuSR,headroom,2,2,0.97189,,,,,,,,0.011,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float16 | Winogrande,huggyllama/llama,32vCPU-C7i,float16,Winogrande,retired,2,2,0.4752,,,,,,,,0.184,0.542,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | ARC-Challenge,huggyllama/llama,32vCPU-C7i,float32,ARC-Challenge,retired,2,2,0.5848,,,,,,,,0.112,0.602,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | BBH,huggyllama/llama,32vCPU-C7i,float32,BBH,headroom,2,2,0.83854,,,,,,,,0.103,0.602,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | GPQA,huggyllama/llama,32vCPU-C7i,float32,GPQA,headroom,2,2,0.99329,,,,,,,,0.003,0.602,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | GSM8K,huggyllama/llama,32vCPU-C7i,float32,GSM8K,retired,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | HellaSwag,huggyllama/llama,32vCPU-C7i,float32,HellaSwag,retired,2,2,0.2544,,,,,,,,0.151,0.602,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | IFEval,huggyllama/llama,32vCPU-C7i,float32,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | MATH Lvl 5,huggyllama/llama,32vCPU-C7i,float32,MATH Lvl 5,headroom,2,2,0.97961,,,,,,,,0.012,0.602,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | MMLU,huggyllama/llama,32vCPU-C7i,float32,MMLU,retired,2,2,0.69853,,,,,,,,0.205,0.602,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | MMLU-PRO,huggyllama/llama,32vCPU-C7i,float32,MMLU-PRO,headroom,2,2,0.89419,,,,,,,,0.076,0.602,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | MuSR,huggyllama/llama,32vCPU-C7i,float32,MuSR,headroom,2,2,0.97189,,,,,,,,0.011,0.602,,excluded: front shorter than six points
llama | 32vCPU-C7i | float32 | Winogrande,huggyllama/llama,32vCPU-C7i,float32,Winogrande,retired,2,2,0.4752,,,,,,,,0.184,0.602,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | ARC-Challenge,meta-llama/llama-2,1xA10,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | BBH,meta-llama/llama-2,1xA10,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | GPQA,meta-llama/llama-2,1xA10,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | GSM8K,meta-llama/llama-2,1xA10,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | HellaSwag,meta-llama/llama-2,1xA10,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | IFEval,meta-llama/llama-2,1xA10,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | MATH Lvl 5,meta-llama/llama-2,1xA10,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | MMLU,meta-llama/llama-2,1xA10,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | MMLU-PRO,meta-llama/llama-2,1xA10,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | MuSR,meta-llama/llama-2,1xA10,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | bfloat16 | Winogrande,meta-llama/llama-2,1xA10,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | ARC-Challenge,meta-llama/llama-2,1xA10,float16,ARC-Challenge,retired,2,2,0.54147,,,,,,,,0.145,0.651,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | BBH,meta-llama/llama-2,1xA10,float16,BBH,headroom,2,2,0.82777,,,,,,,,0.08,0.651,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | GPQA,meta-llama/llama-2,1xA10,float16,GPQA,headroom,2,2,0.95861,,,,,,,,0.02,0.651,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | GSM8K,meta-llama/llama-2,1xA10,float16,GSM8K,retired,2,2,0.7718,,,,,,,,0.154,0.651,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | HellaSwag,meta-llama/llama-2,1xA10,float16,HellaSwag,retired,2,2,0.23827,,,,,,,,0.2,0.651,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | IFEval,meta-llama/llama-2,1xA10,float16,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | MATH Lvl 5,meta-llama/llama-2,1xA10,float16,MATH Lvl 5,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | MMLU,meta-llama/llama-2,1xA10,float16,MMLU,retired,2,2,0.58973,,,,,,,,0.212,0.651,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | MMLU-PRO,meta-llama/llama-2,1xA10,float16,MMLU-PRO,headroom,2,2,0.84691,,,,,,,,0.066,0.651,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | MuSR,meta-llama/llama-2,1xA10,float16,MuSR,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xA10 | float16 | Winogrande,meta-llama/llama-2,1xA10,float16,Winogrande,retired,2,2,0.4672,,,,,,,,0.095,0.651,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | ARC-Challenge,meta-llama/llama-2,1xT4,bfloat16,ARC-Challenge,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | BBH,meta-llama/llama-2,1xT4,bfloat16,BBH,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | GPQA,meta-llama/llama-2,1xT4,bfloat16,GPQA,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | GSM8K,meta-llama/llama-2,1xT4,bfloat16,GSM8K,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | HellaSwag,meta-llama/llama-2,1xT4,bfloat16,HellaSwag,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | IFEval,meta-llama/llama-2,1xT4,bfloat16,IFEval,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | MATH Lvl 5,meta-llama/llama-2,1xT4,bfloat16,MATH Lvl 5,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | MMLU,meta-llama/llama-2,1xT4,bfloat16,MMLU,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | MMLU-PRO,meta-llama/llama-2,1xT4,bfloat16,MMLU-PRO,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | MuSR,meta-llama/llama-2,1xT4,bfloat16,MuSR,headroom,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | bfloat16 | Winogrande,meta-llama/llama-2,1xT4,bfloat16,Winogrande,retired,1,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | ARC-Challenge,meta-llama/llama-2,1xT4,float16,ARC-Challenge,retired,2,2,0.54147,,,,,,,,0.145,0.303,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | BBH,meta-llama/llama-2,1xT4,float16,BBH,headroom,2,2,0.82777,,,,,,,,0.08,0.303,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | GPQA,meta-llama/llama-2,1xT4,float16,GPQA,headroom,2,2,0.95861,,,,,,,,0.02,0.303,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | GSM8K,meta-llama/llama-2,1xT4,float16,GSM8K,retired,2,2,0.7718,,,,,,,,0.154,0.303,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | HellaSwag,meta-llama/llama-2,1xT4,float16,HellaSwag,retired,2,2,0.23827,,,,,,,,0.2,0.303,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | IFEval,meta-llama/llama-2,1xT4,float16,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | MATH Lvl 5,meta-llama/llama-2,1xT4,float16,MATH Lvl 5,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | MMLU,meta-llama/llama-2,1xT4,float16,MMLU,retired,2,2,0.58973,,,,,,,,0.212,0.303,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | MMLU-PRO,meta-llama/llama-2,1xT4,float16,MMLU-PRO,headroom,2,2,0.84691,,,,,,,,0.066,0.303,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | MuSR,meta-llama/llama-2,1xT4,float16,MuSR,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 1xT4 | float16 | Winogrande,meta-llama/llama-2,1xT4,float16,Winogrande,retired,2,2,0.4672,,,,,,,,0.095,0.303,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | ARC-Challenge,meta-llama/llama-2,32vCPU-C7i,bfloat16,ARC-Challenge,retired,2,2,0.54147,,,,,,,,0.145,0.569,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | BBH,meta-llama/llama-2,32vCPU-C7i,bfloat16,BBH,headroom,2,2,0.82777,,,,,,,,0.08,0.569,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | GPQA,meta-llama/llama-2,32vCPU-C7i,bfloat16,GPQA,headroom,2,2,0.95861,,,,,,,,0.02,0.569,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | GSM8K,meta-llama/llama-2,32vCPU-C7i,bfloat16,GSM8K,retired,2,2,0.7718,,,,,,,,0.154,0.569,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | HellaSwag,meta-llama/llama-2,32vCPU-C7i,bfloat16,HellaSwag,retired,2,2,0.23827,,,,,,,,0.2,0.569,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | IFEval,meta-llama/llama-2,32vCPU-C7i,bfloat16,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | MATH Lvl 5,meta-llama/llama-2,32vCPU-C7i,bfloat16,MATH Lvl 5,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | MMLU,meta-llama/llama-2,32vCPU-C7i,bfloat16,MMLU,retired,2,2,0.58973,,,,,,,,0.212,0.569,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | MMLU-PRO,meta-llama/llama-2,32vCPU-C7i,bfloat16,MMLU-PRO,headroom,2,2,0.84691,,,,,,,,0.066,0.569,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | MuSR,meta-llama/llama-2,32vCPU-C7i,bfloat16,MuSR,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | bfloat16 | Winogrande,meta-llama/llama-2,32vCPU-C7i,bfloat16,Winogrande,retired,2,2,0.4672,,,,,,,,0.095,0.569,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | ARC-Challenge,meta-llama/llama-2,32vCPU-C7i,float16,ARC-Challenge,retired,2,2,0.54147,,,,,,,,0.145,0.551,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | BBH,meta-llama/llama-2,32vCPU-C7i,float16,BBH,headroom,2,2,0.82777,,,,,,,,0.08,0.551,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | GPQA,meta-llama/llama-2,32vCPU-C7i,float16,GPQA,headroom,2,2,0.95861,,,,,,,,0.02,0.551,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | GSM8K,meta-llama/llama-2,32vCPU-C7i,float16,GSM8K,retired,2,2,0.7718,,,,,,,,0.154,0.551,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | HellaSwag,meta-llama/llama-2,32vCPU-C7i,float16,HellaSwag,retired,2,2,0.23827,,,,,,,,0.2,0.551,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | IFEval,meta-llama/llama-2,32vCPU-C7i,float16,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | MATH Lvl 5,meta-llama/llama-2,32vCPU-C7i,float16,MATH Lvl 5,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | MMLU,meta-llama/llama-2,32vCPU-C7i,float16,MMLU,retired,2,2,0.58973,,,,,,,,0.212,0.551,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | MMLU-PRO,meta-llama/llama-2,32vCPU-C7i,float16,MMLU-PRO,headroom,2,2,0.84691,,,,,,,,0.066,0.551,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | MuSR,meta-llama/llama-2,32vCPU-C7i,float16,MuSR,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float16 | Winogrande,meta-llama/llama-2,32vCPU-C7i,float16,Winogrande,retired,2,2,0.4672,,,,,,,,0.095,0.551,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | ARC-Challenge,meta-llama/llama-2,32vCPU-C7i,float32,ARC-Challenge,retired,2,2,0.54147,,,,,,,,0.145,0.61,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | BBH,meta-llama/llama-2,32vCPU-C7i,float32,BBH,headroom,2,2,0.82777,,,,,,,,0.08,0.61,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | GPQA,meta-llama/llama-2,32vCPU-C7i,float32,GPQA,headroom,2,2,0.95861,,,,,,,,0.02,0.61,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | GSM8K,meta-llama/llama-2,32vCPU-C7i,float32,GSM8K,retired,2,2,0.7718,,,,,,,,0.154,0.61,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | HellaSwag,meta-llama/llama-2,32vCPU-C7i,float32,HellaSwag,retired,2,2,0.23827,,,,,,,,0.2,0.61,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | IFEval,meta-llama/llama-2,32vCPU-C7i,float32,IFEval,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | MATH Lvl 5,meta-llama/llama-2,32vCPU-C7i,float32,MATH Lvl 5,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | MMLU,meta-llama/llama-2,32vCPU-C7i,float32,MMLU,retired,2,2,0.58973,,,,,,,,0.212,0.61,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | MMLU-PRO,meta-llama/llama-2,32vCPU-C7i,float32,MMLU-PRO,headroom,2,2,0.84691,,,,,,,,0.066,0.61,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | MuSR,meta-llama/llama-2,32vCPU-C7i,float32,MuSR,headroom,2,1,,,,,,,,,,,,excluded: front shorter than six points
llama-2 | 32vCPU-C7i | float32 | Winogrande,meta-llama/llama-2,32vCPU-C7i,float32,Winogrande,retired,2,2,0.4672,,,,,,,,0.095,0.61,,excluded: front shorter than six points
